case_id,arch,fdi,tooth_id,npz_path,split
045,L,46,6,samples\045_L_t46.npz,train
045,L,47,7,samples\045_L_t47.npz,train
046,U,11,1,samples\046_U_t11.npz,train
046,U,12,2,samples\046_U_t12.npz,train
046,U,13,3,samples\046_U_t13.npz,train
046,U,14,4,samples\046_U_t14.npz,train
046,U,15,5,samples\046_U_t15.npz,train
046,U,16,6,samples\046_U_t16.npz,train
046,U,17,7,samples\046_U_t17.npz,train
046,U,21,8,samples\046_U_t21.npz,train
046,U,22,9,samples\046_U_t22.npz,train
046,U,23,10,samples\046_U_t23.npz,train
046,U,24,11,samples\046_U_t24.npz,train
046,U,25,12,samples\046_U_t25.npz,train
046,U,26,13,samples\046_U_t26.npz,train
046,U,27,14,samples\046_U_t27.npz,train
046,L,31,8,samples\046_L_t31.npz,train
046,L,32,9,samples\046_L_t32.npz,train
046,L,33,10,samples\046_L_t33.npz,train
046,L,34,11,samples\046_L_t34.npz,train
046,L,35,12,samples\046_L_t35.npz,train
046,L,36,13,samples\046_L_t36.npz,train
046,L,37,14,samples\046_L_t37.npz,train
046,L,41,1,samples\046_L_t41.npz,train
046,L,42,2,samples\046_L_t42.npz,train
046,L,43,3,samples\046_L_t43.npz,train
046,L,44,4,samples\046_L_t44.npz,train
046,L,45,5,samples\046_L_t45.npz,train
046,L,46,6,samples\046_L_t46.npz,train
046,L,47,7,samples\046_L_t47.npz,train
047,U,11,1,samples\047_U_t11.npz,train
047,U,12,2,samples\047_U_t12.npz,train
047,U,13,3,samples\047_U_t13.npz,train
047,U,14,4,samples\047_U_t14.npz,train
047,U,15,5,samples\047_U_t15.npz,train
047,U,16,6,samples\047_U_t16.npz,train
047,U,17,7,samples\047_U_t17.npz,train
047,U,21,8,samples\047_U_t21.npz,train
047,U,22,9,samples\047_U_t22.npz,train
047,U,23,10,samples\047_U_t23.npz,train
047,U,24,11,samples\047_U_t24.npz,train
047,U,25,12,samples\047_U_t25.npz,train
047,U,26,13,samples\047_U_t26.npz,train
047,U,27,14,samples\047_U_t27.npz,train
047,L,31,8,samples\047_L_t31.npz,train
047,L,32,9,samples\047_L_t32.npz,train
047,L,33,10,samples\047_L_t33.npz,train
047,L,34,11,samples\047_L_t34.npz,train
047,L,35,12,samples\047_L_t35.npz,train
047,L,36,13,samples\047_L_t36.npz,train
047,L,37,14,samples\047_L_t37.npz,train
047,L,41,1,samples\047_L_t41.npz,train
047,L,42,2,samples\047_L_t42.npz,train
047,L,43,3,samples\047_L_t43.npz,train
047,L,44,4,samples\047_L_t44.npz,train
047,L,45,5,samples\047_L_t45.npz,train
047,L,46,6,samples\047_L_t46.npz,train
047,L,47,7,samples\047_L_t47.npz,train
048,U,11,1,samples\048_U_t11.npz,train
048,U,12,2,samples\048_U_t12.npz,train
048,U,13,3,samples\048_U_t13.npz,train
048,U,14,4,samples\048_U_t14.npz,train
048,U,15,5,samples\048_U_t15.npz,train
048,U,16,6,samples\048_U_t16.npz,train
048,U,17,7,samples\048_U_t17.npz,train
048,U,21,8,samples\048_U_t21.npz,train
048,U,22,9,samples\048_U_t22.npz,train
048,U,23,10,samples\048_U_t23.npz,train
048,U,24,11,samples\048_U_t24.npz,train
048,U,25,12,samples\048_U_t25.npz,train
048,U,26,13,samples\048_U_t26.npz,train
048,U,27,14,samples\048_U_t27.npz,train
048,L,31,8,samples\048_L_t31.npz,train
048,L,32,9,samples\048_L_t32.npz,train
048,L,33,10,samples\048_L_t33.npz,train
048,L,34,11,samples\048_L_t34.npz,train
048,L,35,12,samples\048_L_t35.npz,train
048,L,36,13,samples\048_L_t36.npz,train
048,L,37,14,samples\048_L_t37.npz,train
048,L,41,1,samples\048_L_t41.npz,train
048,L,42,2,samples\048_L_t42.npz,train
048,L,43,3,samples\048_L_t43.npz,train
048,L,44,4,samples\048_L_t44.npz,train
048,L,45,5,samples\048_L_t45.npz,train
048,L,46,6,samples\048_L_t46.npz,train
048,L,47,7,samples\048_L_t47.npz,train
049,U,11,1,samples\049_U_t11.npz,train
049,U,12,2,samples\049_U_t12.npz,train
049,U,13,3,samples\049_U_t13.npz,train
049,U,14,4,samples\049_U_t14.npz,train
049,U,15,5,samples\049_U_t15.npz,train
049,U,16,6,samples\049_U_t16.npz,train
049,U,17,7,samples\049_U_t17.npz,train
049,U,21,8,samples\049_U_t21.npz,train
049,U,22,9,samples\049_U_t22.npz,train
049,U,23,10,samples\049_U_t23.npz,train
049,U,24,11,samples\049_U_t24.npz,train
049,U,25,12,samples\049_U_t25.npz,train
049,U,26,13,samples\049_U_t26.npz,train
049,U,27,14,samples\049_U_t27.npz,train
049,L,31,8,samples\049_L_t31.npz,train
049,L,32,9,samples\049_L_t32.npz,train
049,L,33,10,samples\049_L_t33.npz,train
049,L,34,11,samples\049_L_t34.npz,train
049,L,35,12,samples\049_L_t35.npz,train
049,L,36,13,samples\049_L_t36.npz,train
049,L,37,14,samples\049_L_t37.npz,train
049,L,41,1,samples\049_L_t41.npz,train
049,L,42,2,samples\049_L_t42.npz,train
049,L,43,3,samples\049_L_t43.npz,train
049,L,44,4,samples\049_L_t44.npz,train
049,L,45,5,samples\049_L_t45.npz,train
049,L,46,6,samples\049_L_t46.npz,train
049,L,47,7,samples\049_L_t47.npz,train
050,U,11,1,samples\050_U_t11.npz,train
050,U,12,2,samples\050_U_t12.npz,train
050,U,13,3,samples\050_U_t13.npz,train
050,U,14,4,samples\050_U_t14.npz,train
050,U,15,5,samples\050_U_t15.npz,train
050,U,16,6,samples\050_U_t16.npz,train
050,U,17,7,samples\050_U_t17.npz,train
050,U,21,8,samples\050_U_t21.npz,train
050,U,22,9,samples\050_U_t22.npz,train
050,U,23,10,samples\050_U_t23.npz,train
050,U,24,11,samples\050_U_t24.npz,train
050,U,25,12,samples\050_U_t25.npz,train
050,U,26,13,samples\050_U_t26.npz,train
050,U,27,14,samples\050_U_t27.npz,train
050,L,31,8,samples\050_L_t31.npz,train
050,L,32,9,samples\050_L_t32.npz,train
050,L,33,10,samples\050_L_t33.npz,train
050,L,34,11,samples\050_L_t34.npz,train
050,L,35,12,samples\050_L_t35.npz,train
050,L,36,13,samples\050_L_t36.npz,train
050,L,37,14,samples\050_L_t37.npz,train
050,L,41,1,samples\050_L_t41.npz,train
050,L,42,2,samples\050_L_t42.npz,train
050,L,43,3,samples\050_L_t43.npz,train
050,L,44,4,samples\050_L_t44.npz,train
050,L,45,5,samples\050_L_t45.npz,train
050,L,46,6,samples\050_L_t46.npz,train
050,L,47,7,samples\050_L_t47.npz,train
051,U,11,1,samples\051_U_t11.npz,train
051,U,12,2,samples\051_U_t12.npz,train
051,U,13,3,samples\051_U_t13.npz,train
051,U,14,4,samples\051_U_t14.npz,train
051,U,15,5,samples\051_U_t15.npz,train
051,U,16,6,samples\051_U_t16.npz,train
051,U,17,7,samples\051_U_t17.npz,train
051,U,21,8,samples\051_U_t21.npz,train
051,U,22,9,samples\051_U_t22.npz,train
051,U,23,10,samples\051_U_t23.npz,train
051,U,24,11,samples\051_U_t24.npz,train
051,U,25,12,samples\051_U_t25.npz,train
051,U,26,13,samples\051_U_t26.npz,train
051,U,27,14,samples\051_U_t27.npz,train
051,L,31,8,samples\051_L_t31.npz,train
051,L,32,9,samples\051_L_t32.npz,train
051,L,33,10,samples\051_L_t33.npz,train
051,L,34,11,samples\051_L_t34.npz,train
051,L,35,12,samples\051_L_t35.npz,train
051,L,36,13,samples\051_L_t36.npz,train
051,L,37,14,samples\051_L_t37.npz,train
051,L,41,1,samples\051_L_t41.npz,train
051,L,42,2,samples\051_L_t42.npz,train
051,L,43,3,samples\051_L_t43.npz,train
051,L,44,4,samples\051_L_t44.npz,train
051,L,45,5,samples\051_L_t45.npz,train
051,L,46,6,samples\051_L_t46.npz,train
051,L,47,7,samples\051_L_t47.npz,train
052,U,11,1,samples\052_U_t11.npz,train
052,U,12,2,samples\052_U_t12.npz,train
052,U,13,3,samples\052_U_t13.npz,train
052,U,14,4,samples\052_U_t14.npz,train
052,U,15,5,samples\052_U_t15.npz,train
052,U,16,6,samples\052_U_t16.npz,train
052,U,17,7,samples\052_U_t17.npz,train
052,U,21,8,samples\052_U_t21.npz,train
052,U,22,9,samples\052_U_t22.npz,train
052,U,23,10,samples\052_U_t23.npz,train
052,U,24,11,samples\052_U_t24.npz,train
052,U,25,12,samples\052_U_t25.npz,train
052,U,26,13,samples\052_U_t26.npz,train
052,U,27,14,samples\052_U_t27.npz,train
052,L,31,8,samples\052_L_t31.npz,train
052,L,32,9,samples\052_L_t32.npz,train
052,L,33,10,samples\052_L_t33.npz,train
052,L,34,11,samples\052_L_t34.npz,train
052,L,35,12,samples\052_L_t35.npz,train
052,L,36,13,samples\052_L_t36.npz,train
052,L,37,14,samples\052_L_t37.npz,train
052,L,41,1,samples\052_L_t41.npz,train
052,L,42,2,samples\052_L_t42.npz,train
052,L,43,3,samples\052_L_t43.npz,train
052,L,44,4,samples\052_L_t44.npz,train
052,L,45,5,samples\052_L_t45.npz,train
052,L,46,6,samples\052_L_t46.npz,train
052,L,47,7,samples\052_L_t47.npz,train
053,U,11,1,samples\053_U_t11.npz,train
053,U,12,2,samples\053_U_t12.npz,train
053,U,13,3,samples\053_U_t13.npz,train
053,U,14,4,samples\053_U_t14.npz,train
053,U,15,5,samples\053_U_t15.npz,train
053,U,16,6,samples\053_U_t16.npz,train
053,U,17,7,samples\053_U_t17.npz,train
053,U,21,8,samples\053_U_t21.npz,train
053,U,22,9,samples\053_U_t22.npz,train
053,U,23,10,samples\053_U_t23.npz,train
053,U,24,11,samples\053_U_t24.npz,train
053,U,25,12,samples\053_U_t25.npz,train
053,U,26,13,samples\053_U_t26.npz,train
053,U,27,14,samples\053_U_t27.npz,train
053,L,31,8,samples\053_L_t31.npz,train
053,L,32,9,samples\053_L_t32.npz,train
053,L,33,10,samples\053_L_t33.npz,train
053,L,34,11,samples\053_L_t34.npz,train
053,L,35,12,samples\053_L_t35.npz,train
053,L,36,13,samples\053_L_t36.npz,train
053,L,37,14,samples\053_L_t37.npz,train
053,L,41,1,samples\053_L_t41.npz,train
053,L,42,2,samples\053_L_t42.npz,train
053,L,43,3,samples\053_L_t43.npz,train
053,L,44,4,samples\053_L_t44.npz,train
053,L,45,5,samples\053_L_t45.npz,train
053,L,46,6,samples\053_L_t46.npz,train
053,L,47,7,samples\053_L_t47.npz,train
054,U,11,1,samples\054_U_t11.npz,train
054,U,12,2,samples\054_U_t12.npz,train
054,U,13,3,samples\054_U_t13.npz,train
054,U,14,4,samples\054_U_t14.npz,train
054,U,15,5,samples\054_U_t15.npz,train
054,U,16,6,samples\054_U_t16.npz,train
054,U,17,7,samples\054_U_t17.npz,train
054,U,21,8,samples\054_U_t21.npz,train
054,U,22,9,samples\054_U_t22.npz,train
054,U,23,10,samples\054_U_t23.npz,train
054,U,24,11,samples\054_U_t24.npz,train
054,U,25,12,samples\054_U_t25.npz,train
054,U,26,13,samples\054_U_t26.npz,train
054,U,27,14,samples\054_U_t27.npz,train
054,L,31,8,samples\054_L_t31.npz,train
054,L,32,9,samples\054_L_t32.npz,train
054,L,33,10,samples\054_L_t33.npz,train
054,L,34,11,samples\054_L_t34.npz,train
054,L,35,12,samples\054_L_t35.npz,train
054,L,36,13,samples\054_L_t36.npz,train
054,L,37,14,samples\054_L_t37.npz,train
054,L,41,1,samples\054_L_t41.npz,train
054,L,42,2,samples\054_L_t42.npz,train
054,L,43,3,samples\054_L_t43.npz,train
054,L,44,4,samples\054_L_t44.npz,train
054,L,45,5,samples\054_L_t45.npz,train
054,L,46,6,samples\054_L_t46.npz,train
054,L,47,7,samples\054_L_t47.npz,train
055,U,11,1,samples\055_U_t11.npz,train
055,U,12,2,samples\055_U_t12.npz,train
055,U,13,3,samples\055_U_t13.npz,train
055,U,14,4,samples\055_U_t14.npz,train
055,U,15,5,samples\055_U_t15.npz,train
055,U,16,6,samples\055_U_t16.npz,train
055,U,17,7,samples\055_U_t17.npz,train
055,U,21,8,samples\055_U_t21.npz,train
055,U,22,9,samples\055_U_t22.npz,train
055,U,23,10,samples\055_U_t23.npz,train
055,U,24,11,samples\055_U_t24.npz,train
055,U,25,12,samples\055_U_t25.npz,train
055,U,26,13,samples\055_U_t26.npz,train
055,U,27,14,samples\055_U_t27.npz,train
055,L,31,8,samples\055_L_t31.npz,train
055,L,32,9,samples\055_L_t32.npz,train
055,L,33,10,samples\055_L_t33.npz,train
055,L,34,11,samples\055_L_t34.npz,train
055,L,35,12,samples\055_L_t35.npz,train
055,L,36,13,samples\055_L_t36.npz,train
055,L,37,14,samples\055_L_t37.npz,train
055,L,41,1,samples\055_L_t41.npz,train
055,L,42,2,samples\055_L_t42.npz,train
055,L,43,3,samples\055_L_t43.npz,train
055,L,44,4,samples\055_L_t44.npz,train
055,L,45,5,samples\055_L_t45.npz,train
055,L,46,6,samples\055_L_t46.npz,train
055,L,47,7,samples\055_L_t47.npz,train
056,U,11,1,samples\056_U_t11.npz,train
056,U,12,2,samples\056_U_t12.npz,train
056,U,13,3,samples\056_U_t13.npz,train
056,U,14,4,samples\056_U_t14.npz,train
056,U,15,5,samples\056_U_t15.npz,train
056,U,16,6,samples\056_U_t16.npz,train
056,U,17,7,samples\056_U_t17.npz,train
056,U,21,8,samples\056_U_t21.npz,train
056,U,22,9,samples\056_U_t22.npz,train
056,U,23,10,samples\056_U_t23.npz,train
056,U,24,11,samples\056_U_t24.npz,train
056,U,25,12,samples\056_U_t25.npz,train
056,U,26,13,samples\056_U_t26.npz,train
056,U,27,14,samples\056_U_t27.npz,train
056,L,31,8,samples\056_L_t31.npz,train
056,L,32,9,samples\056_L_t32.npz,train
056,L,33,10,samples\056_L_t33.npz,train
056,L,34,11,samples\056_L_t34.npz,train
056,L,35,12,samples\056_L_t35.npz,train
056,L,36,13,samples\056_L_t36.npz,train
056,L,37,14,samples\056_L_t37.npz,train
056,L,41,1,samples\056_L_t41.npz,train
056,L,42,2,samples\056_L_t42.npz,train
056,L,43,3,samples\056_L_t43.npz,train
056,L,44,4,samples\056_L_t44.npz,train
056,L,45,5,samples\056_L_t45.npz,train
056,L,46,6,samples\056_L_t46.npz,train
056,L,47,7,samples\056_L_t47.npz,train
057,U,11,1,samples\057_U_t11.npz,train
057,U,12,2,samples\057_U_t12.npz,train
057,U,13,3,samples\057_U_t13.npz,train
057,U,14,4,samples\057_U_t14.npz,train
057,U,15,5,samples\057_U_t15.npz,train
057,U,16,6,samples\057_U_t16.npz,train
057,U,17,7,samples\057_U_t17.npz,train
057,U,21,8,samples\057_U_t21.npz,train
057,U,22,9,samples\057_U_t22.npz,train
057,U,23,10,samples\057_U_t23.npz,train
057,U,24,11,samples\057_U_t24.npz,train
057,U,25,12,samples\057_U_t25.npz,train
057,U,26,13,samples\057_U_t26.npz,train
057,U,27,14,samples\057_U_t27.npz,train
057,L,31,8,samples\057_L_t31.npz,train
057,L,32,9,samples\057_L_t32.npz,train
057,L,33,10,samples\057_L_t33.npz,train
057,L,34,11,samples\057_L_t34.npz,train
057,L,35,12,samples\057_L_t35.npz,train
057,L,36,13,samples\057_L_t36.npz,train
057,L,37,14,samples\057_L_t37.npz,train
057,L,41,1,samples\057_L_t41.npz,train
057,L,42,2,samples\057_L_t42.npz,train
057,L,43,3,samples\057_L_t43.npz,train
057,L,44,4,samples\057_L_t44.npz,train
057,L,45,5,samples\057_L_t45.npz,train
057,L,46,6,samples\057_L_t46.npz,train
057,L,47,7,samples\057_L_t47.npz,train
058,U,11,1,samples\058_U_t11.npz,train
058,U,12,2,samples\058_U_t12.npz,train
058,U,13,3,samples\058_U_t13.npz,train
058,U,14,4,samples\058_U_t14.npz,train
058,U,15,5,samples\058_U_t15.npz,train
058,U,16,6,samples\058_U_t16.npz,train
058,U,17,7,samples\058_U_t17.npz,train
058,U,21,8,samples\058_U_t21.npz,train
058,U,22,9,samples\058_U_t22.npz,train
058,U,23,10,samples\058_U_t23.npz,train
058,U,24,11,samples\058_U_t24.npz,train
058,U,25,12,samples\058_U_t25.npz,train
058,U,26,13,samples\058_U_t26.npz,train
058,U,27,14,samples\058_U_t27.npz,train
058,L,31,8,samples\058_L_t31.npz,train
058,L,32,9,samples\058_L_t32.npz,train
058,L,33,10,samples\058_L_t33.npz,train
058,L,34,11,samples\058_L_t34.npz,train
058,L,35,12,samples\058_L_t35.npz,train
058,L,36,13,samples\058_L_t36.npz,train
058,L,37,14,samples\058_L_t37.npz,train
058,L,41,1,samples\058_L_t41.npz,train
058,L,42,2,samples\058_L_t42.npz,train
058,L,43,3,samples\058_L_t43.npz,train
058,L,44,4,samples\058_L_t44.npz,train
058,L,45,5,samples\058_L_t45.npz,train
058,L,46,6,samples\058_L_t46.npz,train
058,L,47,7,samples\058_L_t47.npz,train
059,U,11,1,samples\059_U_t11.npz,train
059,U,12,2,samples\059_U_t12.npz,train
059,U,13,3,samples\059_U_t13.npz,train
059,U,14,4,samples\059_U_t14.npz,train
059,U,15,5,samples\059_U_t15.npz,train
059,U,16,6,samples\059_U_t16.npz,train
059,U,17,7,samples\059_U_t17.npz,train
059,U,21,8,samples\059_U_t21.npz,train
059,U,22,9,samples\059_U_t22.npz,train
059,U,23,10,samples\059_U_t23.npz,train
059,U,24,11,samples\059_U_t24.npz,train
059,U,25,12,samples\059_U_t25.npz,train
059,U,26,13,samples\059_U_t26.npz,train
059,U,27,14,samples\059_U_t27.npz,train
059,L,31,8,samples\059_L_t31.npz,train
059,L,32,9,samples\059_L_t32.npz,train
059,L,33,10,samples\059_L_t33.npz,train
059,L,34,11,samples\059_L_t34.npz,train
059,L,35,12,samples\059_L_t35.npz,train
059,L,36,13,samples\059_L_t36.npz,train
059,L,37,14,samples\059_L_t37.npz,train
059,L,41,1,samples\059_L_t41.npz,train
059,L,42,2,samples\059_L_t42.npz,train
059,L,43,3,samples\059_L_t43.npz,train
059,L,44,4,samples\059_L_t44.npz,train
059,L,45,5,samples\059_L_t45.npz,train
059,L,46,6,samples\059_L_t46.npz,train
059,L,47,7,samples\059_L_t47.npz,train
060,U,11,1,samples\060_U_t11.npz,train
060,U,12,2,samples\060_U_t12.npz,train
060,U,13,3,samples\060_U_t13.npz,train
060,U,14,4,samples\060_U_t14.npz,train
060,U,15,5,samples\060_U_t15.npz,train
060,U,16,6,samples\060_U_t16.npz,train
060,U,17,7,samples\060_U_t17.npz,train
060,U,21,8,samples\060_U_t21.npz,train
060,U,22,9,samples\060_U_t22.npz,train
060,U,23,10,samples\060_U_t23.npz,train
060,U,24,11,samples\060_U_t24.npz,train
060,U,25,12,samples\060_U_t25.npz,train
060,U,26,13,samples\060_U_t26.npz,train
060,U,27,14,samples\060_U_t27.npz,train
060,L,31,8,samples\060_L_t31.npz,train
060,L,32,9,samples\060_L_t32.npz,train
060,L,33,10,samples\060_L_t33.npz,train
060,L,34,11,samples\060_L_t34.npz,train
060,L,35,12,samples\060_L_t35.npz,train
060,L,36,13,samples\060_L_t36.npz,train
060,L,37,14,samples\060_L_t37.npz,train
060,L,41,1,samples\060_L_t41.npz,train
060,L,42,2,samples\060_L_t42.npz,train
060,L,43,3,samples\060_L_t43.npz,train
060,L,44,4,samples\060_L_t44.npz,train
060,L,45,5,samples\060_L_t45.npz,train
060,L,46,6,samples\060_L_t46.npz,train
060,L,47,7,samples\060_L_t47.npz,train
061,U,11,1,samples\061_U_t11.npz,train
061,U,12,2,samples\061_U_t12.npz,train
061,U,13,3,samples\061_U_t13.npz,train
061,U,14,4,samples\061_U_t14.npz,train
061,U,15,5,samples\061_U_t15.npz,train
061,U,16,6,samples\061_U_t16.npz,train
061,U,17,7,samples\061_U_t17.npz,train
061,U,21,8,samples\061_U_t21.npz,train
061,U,22,9,samples\061_U_t22.npz,train
061,U,23,10,samples\061_U_t23.npz,train
061,U,24,11,samples\061_U_t24.npz,train
061,U,25,12,samples\061_U_t25.npz,train
061,U,26,13,samples\061_U_t26.npz,train
061,U,27,14,samples\061_U_t27.npz,train
061,L,31,8,samples\061_L_t31.npz,train
061,L,32,9,samples\061_L_t32.npz,train
061,L,33,10,samples\061_L_t33.npz,train
061,L,34,11,samples\061_L_t34.npz,train
061,L,35,12,samples\061_L_t35.npz,train
061,L,36,13,samples\061_L_t36.npz,train
061,L,37,14,samples\061_L_t37.npz,train
061,L,41,1,samples\061_L_t41.npz,train
061,L,42,2,samples\061_L_t42.npz,train
061,L,43,3,samples\061_L_t43.npz,train
061,L,44,4,samples\061_L_t44.npz,train
061,L,45,5,samples\061_L_t45.npz,train
061,L,46,6,samples\061_L_t46.npz,train
061,L,47,7,samples\061_L_t47.npz,train
062,U,11,1,samples\062_U_t11.npz,train
062,U,12,2,samples\062_U_t12.npz,train
062,U,13,3,samples\062_U_t13.npz,train
062,U,14,4,samples\062_U_t14.npz,train
062,U,15,5,samples\062_U_t15.npz,train
062,U,16,6,samples\062_U_t16.npz,train
062,U,17,7,samples\062_U_t17.npz,train
062,U,21,8,samples\062_U_t21.npz,train
062,U,22,9,samples\062_U_t22.npz,train
062,U,23,10,samples\062_U_t23.npz,train
062,U,24,11,samples\062_U_t24.npz,train
062,U,25,12,samples\062_U_t25.npz,train
062,U,26,13,samples\062_U_t26.npz,train
062,U,27,14,samples\062_U_t27.npz,train
062,L,31,8,samples\062_L_t31.npz,train
062,L,32,9,samples\062_L_t32.npz,train
062,L,33,10,samples\062_L_t33.npz,train
062,L,34,11,samples\062_L_t34.npz,train
062,L,35,12,samples\062_L_t35.npz,train
062,L,36,13,samples\062_L_t36.npz,train
062,L,37,14,samples\062_L_t37.npz,train
062,L,41,1,samples\062_L_t41.npz,train
062,L,42,2,samples\062_L_t42.npz,train
062,L,43,3,samples\062_L_t43.npz,train
062,L,44,4,samples\062_L_t44.npz,train
062,L,45,5,samples\062_L_t45.npz,train
062,L,46,6,samples\062_L_t46.npz,train
062,L,47,7,samples\062_L_t47.npz,train
063,U,11,1,samples\063_U_t11.npz,train
063,U,12,2,samples\063_U_t12.npz,train
063,U,13,3,samples\063_U_t13.npz,train
063,U,14,4,samples\063_U_t14.npz,train
063,U,15,5,samples\063_U_t15.npz,train
063,U,16,6,samples\063_U_t16.npz,train
063,U,17,7,samples\063_U_t17.npz,train
063,U,21,8,samples\063_U_t21.npz,train
063,U,22,9,samples\063_U_t22.npz,train
063,U,23,10,samples\063_U_t23.npz,train
063,U,24,11,samples\063_U_t24.npz,train
063,U,25,12,samples\063_U_t25.npz,train
063,U,26,13,samples\063_U_t26.npz,train
063,U,27,14,samples\063_U_t27.npz,train
063,L,31,8,samples\063_L_t31.npz,train
063,L,32,9,samples\063_L_t32.npz,train
063,L,33,10,samples\063_L_t33.npz,train
063,L,34,11,samples\063_L_t34.npz,train
063,L,35,12,samples\063_L_t35.npz,train
063,L,36,13,samples\063_L_t36.npz,train
063,L,37,14,samples\063_L_t37.npz,train
063,L,41,1,samples\063_L_t41.npz,train
063,L,42,2,samples\063_L_t42.npz,train
063,L,43,3,samples\063_L_t43.npz,train
063,L,44,4,samples\063_L_t44.npz,train
063,L,45,5,samples\063_L_t45.npz,train
063,L,46,6,samples\063_L_t46.npz,train
063,L,47,7,samples\063_L_t47.npz,train
064,U,11,1,samples\064_U_t11.npz,train
064,U,12,2,samples\064_U_t12.npz,train
064,U,13,3,samples\064_U_t13.npz,train
064,U,14,4,samples\064_U_t14.npz,train
064,U,15,5,samples\064_U_t15.npz,train
064,U,16,6,samples\064_U_t16.npz,train
064,U,17,7,samples\064_U_t17.npz,train
064,U,21,8,samples\064_U_t21.npz,train
064,U,22,9,samples\064_U_t22.npz,train
064,U,23,10,samples\064_U_t23.npz,train
064,U,24,11,samples\064_U_t24.npz,train
064,U,25,12,samples\064_U_t25.npz,train
064,U,26,13,samples\064_U_t26.npz,train
064,U,27,14,samples\064_U_t27.npz,train
064,L,31,8,samples\064_L_t31.npz,train
064,L,32,9,samples\064_L_t32.npz,train
064,L,33,10,samples\064_L_t33.npz,train
064,L,34,11,samples\064_L_t34.npz,train
064,L,35,12,samples\064_L_t35.npz,train
064,L,36,13,samples\064_L_t36.npz,train
064,L,37,14,samples\064_L_t37.npz,train
064,L,41,1,samples\064_L_t41.npz,train
064,L,42,2,samples\064_L_t42.npz,train
064,L,43,3,samples\064_L_t43.npz,train
064,L,44,4,samples\064_L_t44.npz,train
064,L,45,5,samples\064_L_t45.npz,train
064,L,46,6,samples\064_L_t46.npz,train
064,L,47,7,samples\064_L_t47.npz,train
065,U,11,1,samples\065_U_t11.npz,train
065,U,12,2,samples\065_U_t12.npz,train
065,U,13,3,samples\065_U_t13.npz,train
065,U,14,4,samples\065_U_t14.npz,train
065,U,15,5,samples\065_U_t15.npz,train
065,U,16,6,samples\065_U_t16.npz,train
065,U,17,7,samples\065_U_t17.npz,train
065,U,21,8,samples\065_U_t21.npz,train
065,U,22,9,samples\065_U_t22.npz,train
065,U,23,10,samples\065_U_t23.npz,train
065,U,24,11,samples\065_U_t24.npz,train
065,U,25,12,samples\065_U_t25.npz,train
065,U,26,13,samples\065_U_t26.npz,train
065,U,27,14,samples\065_U_t27.npz,train
065,L,31,8,samples\065_L_t31.npz,train
065,L,32,9,samples\065_L_t32.npz,train
065,L,33,10,samples\065_L_t33.npz,train
065,L,34,11,samples\065_L_t34.npz,train
065,L,35,12,samples\065_L_t35.npz,train
065,L,36,13,samples\065_L_t36.npz,train
065,L,37,14,samples\065_L_t37.npz,train
065,L,41,1,samples\065_L_t41.npz,train
065,L,42,2,samples\065_L_t42.npz,train
065,L,43,3,samples\065_L_t43.npz,train
065,L,44,4,samples\065_L_t44.npz,train
065,L,45,5,samples\065_L_t45.npz,train
065,L,46,6,samples\065_L_t46.npz,train
065,L,47,7,samples\065_L_t47.npz,train
066,U,11,1,samples\066_U_t11.npz,train
066,U,12,2,samples\066_U_t12.npz,train
066,U,13,3,samples\066_U_t13.npz,train
066,U,14,4,samples\066_U_t14.npz,train
066,U,15,5,samples\066_U_t15.npz,train
066,U,16,6,samples\066_U_t16.npz,train
066,U,17,7,samples\066_U_t17.npz,train
066,U,21,8,samples\066_U_t21.npz,train
066,U,22,9,samples\066_U_t22.npz,train
066,U,23,10,samples\066_U_t23.npz,train
066,U,24,11,samples\066_U_t24.npz,train
066,U,25,12,samples\066_U_t25.npz,train
066,U,26,13,samples\066_U_t26.npz,train
066,U,27,14,samples\066_U_t27.npz,train
066,L,31,8,samples\066_L_t31.npz,train
066,L,32,9,samples\066_L_t32.npz,train
066,L,33,10,samples\066_L_t33.npz,train
066,L,34,11,samples\066_L_t34.npz,train
066,L,35,12,samples\066_L_t35.npz,train
066,L,36,13,samples\066_L_t36.npz,train
066,L,37,14,samples\066_L_t37.npz,train
066,L,41,1,samples\066_L_t41.npz,train
066,L,42,2,samples\066_L_t42.npz,train
066,L,43,3,samples\066_L_t43.npz,train
066,L,44,4,samples\066_L_t44.npz,train
066,L,45,5,samples\066_L_t45.npz,train
066,L,46,6,samples\066_L_t46.npz,train
066,L,47,7,samples\066_L_t47.npz,train
067,U,11,1,samples\067_U_t11.npz,train
067,U,12,2,samples\067_U_t12.npz,train
067,U,13,3,samples\067_U_t13.npz,train
067,U,14,4,samples\067_U_t14.npz,train
067,U,15,5,samples\067_U_t15.npz,train
067,U,16,6,samples\067_U_t16.npz,train
067,U,17,7,samples\067_U_t17.npz,train
067,U,21,8,samples\067_U_t21.npz,train
067,U,22,9,samples\067_U_t22.npz,train
067,U,23,10,samples\067_U_t23.npz,train
067,U,24,11,samples\067_U_t24.npz,train
067,U,25,12,samples\067_U_t25.npz,train
067,U,26,13,samples\067_U_t26.npz,train
067,U,27,14,samples\067_U_t27.npz,train
067,L,31,8,samples\067_L_t31.npz,train
067,L,32,9,samples\067_L_t32.npz,train
067,L,33,10,samples\067_L_t33.npz,train
